# Sources of data:
#
# * Frequency and Stroke Counts of Chinese Characters
#   http://technology.chtsai.org/charfreq/
#
# - Mandarin Syllable Frequency Counts for Chinese Characters
#   http://technology.chtsai.org/syllable/
#
# Both are put under GPL by Chih-Hao Tsai.
#
# char	rank	pinyin
#
雡	10043	liu4
雟	10044	sui2
雚	10045	guan4
隢	10046	rao4
隞	10047	ao2
隓	10048	hui1
隀	10049	chong2
陑	10050	er2
阼	10051	zuo4
閿	10052	wen2
閮	10053	ting2
钂	10054	tang3
鑨	10055	long2
鑝	10056	peng2
鑀	10057	ai4
鐠	10058	pu3
鏿	10059	cheng1
鏣	10060	shu4
鏝	10061	man4
鎲	10062	tang3
鎣	10063	ying4
鎀	10064	xiu1
鍑	10065	fu4
錪	10066	dian3
錥	10067	yu4
錣	10068	zhuo2
鋺	10069	yuan1
鋙	10070	wu2
鋊	10071	yu4
銡	10072	ji2
鉥	10073	shu4
鉖	10074	tong2
鉒	10075	zhu4
鈤	10076	ri4
鈚	10077	pi2
釳	10078	xi4
釨	10079	zi3
釤	10080	shan4
釕	10081	liao3
醼	10082	yan4
醨	10083	li2
醧	10084	yu4
醥	10085	piao3
醊	10086	chuo4
鄵	10087	cao1
鄮	10088	mao4
鄛	10089	chao2
鄚	10090	mo4
郳	10091	ni2
郣	10092	bo2
邛	10093	qiong2
邘	10094	yu2
遻	10095	wu4
逭	10096	huan4
迮	10097	ze2
轓	10098	fan1
輮	10099	rou2
輍	10100	yu4
輇	10101	quan2
輂	10102	ju2
軺	10103	yao2
軩	10104	dai4
軧	10105	di3
軜	10106	na4
軘	10107	tun2
躔	10108	chan2
躈	10109	qiao4
蹠	10110	zhi2
蹗	10111	lu4
跴	10112	cai3
跱	10113	zhi4
跧	10114	quan2
跗	10115	fu1
跕	10116	die2
跁	10117	pa2
趶	10118	ku4
趫	10119	qiao2
趓	10120	duo3
趑	10121	zi1
赽	10122	jue2
赹	10123	qiong2
贉	10124	tan3
賱	10125	yun3
賥	10126	sui4
貰	10127	shi4
豩	10128	bin1
豗	10129	hui1
豍	10130	bi1
讆	10131	wei4
譝	10132	sheng2
謼	10133	hu1
謑	10134	xi4
諻	10135	heng1
誫	10136	zhen4
誋	10137	ji4
誄	10138	lei3
誂	10139	diao4
詺	10140	ming2
詙	10141	ba2
詖	10142	bi4
詍	10143	shi4
訞	10144	yao1
訒	10145	ren4
觳	10146	hu2
觠	10147	quan2
覗	10148	si1
襫	10149	shi4
褑	10150	yuan4
裷	10151	yuan1
裫	10152	yuan1
裖	10153	chen3
裋	10154	shu4
袑	10155	shao4
衯	10156	fen1
衚	10157	hu2
蠾	10158	zhu2
蠽	10159	jie2
蠫	10160	li4
蠤	10161	qiu1
蠠	10162	mi4
蠜	10163	fan2
蠌	10164	ze2
蟿	10165	qi4
蟝	10166	qu2
蟜	10167	jiao3
蟗	10168	qiu1
螼	10169	qin3
螶	10170	qu2
螴	10171	chen2
螰	10172	lu4
螣	10173	teng2
螑	10174	xiu4
蝵	10175	qiu1
蝥	10176	mao2
蝛	10177	wei1
蝘	10178	yan3
蝂	10179	ban3
蜺	10180	ni2
蜵	10181	yuan1
蜛	10182	ju1
蜅	10183	fu3
蛫	10184	gui3
蛗	10185	fu4
蚿	10186	xian2
蚶	10187	han1
蚨	10188	fu2
蚧	10189	jie4
蚘	10190	hui2
蚇	10191	chi3
虨	10192	ban1
虖	10193	hu1
蘧	10194	qu2
蘣	10195	tou3
藾	10196	lai4
藄	10197	qi2
薷	10198	ru2
薳	10199	wei3
薧	10200	kao3
薡	10201	ding3
蕵	10202	sun1
蕮	10203	xi4
蕠	10204	ru2
蕝	10205	jue2
蕛	10206	ti2
蔠	10207	zhong1
蔙	10208	xuan4
蔈	10209	biao1
蓲	10210	ou1
蓫	10211	zhu2
蓧	10212	diao4
蒶	10213	fen2
蒍	10214	wei3
葸	10215	xi3
葇	10216	rou2
菶	10217	beng3
菵	10218	wang3
菪	10219	dang4
菣	10220	qin4
菛	10221	men2
莰	10222	kan3
莣	10223	wang4
莍	10224	qiu2
荄	10225	gai1
苴	10226	ju1
芚	10227	tun2
芓	10228	zi3
芄	10229	wan2
艽	10230	jiao1
艬	10231	chan2
艅	10232	yu2
舽	10233	pang2
舡	10234	gang1
舄	10235	xi4
臹	10236	xiu1
臸	10237	zhi4
臦	10238	wang3
臙	10239	yan1
臕	10240	biao1
臐	10241	xun1
膹	10242	fen4
膬	10243	cui4
膙	10244	jiang3
膕	10245	guo2
腢	10246	ou3
脡	10247	ting3
胘	10248	xian2
胈	10249	ba2
胂	10250	shen1
肸	10251	xi4
肭	10252	na4
聸	10253	dan1
聐	10254	ya4
翴	10255	lian2
翞	10256	jiang1
翇	10257	pei4
羦	10258	huan2
罼	10259	bi4
罦	10260	fu1
罠	10261	min2
纋	10262	you1
纆	10263	mo4
繻	10264	xu1
繑	10265	qiao1
縤	10266	su4
縗	10267	cui1
縏	10268	pan2
縌	10269	ni4
緛	10270	ruan3
緆	10271	yi4
緄	10272	gun3
綯	10273	tao2
綖	10274	yan2
綍	10275	fu2
綅	10276	qin1
絭	10277	quan4
糐	10278	fu1
糅	10279	rou3
粖	10280	mo4
粌	10281	yin3
粀	10282	zhang4
籛	10283	jian1
簏	10284	lu4
簊	10285	ji1
簀	10286	kui4
篲	10287	hui4
篥	10288	li4
箎	10289	chi2
筶	10290	gao3
筈	10291	gua1
筀	10292	gui4
笸	10293	po3
笪	10294	da2
笄	10295	ji1
竘	10296	ju3
窢	10297	xu4
穰	10298	rang2
穬	10299	gong3
稫	10300	bi1
秺	10301	du4
秮	10302	tai2
秭	10303	zi3
秈	10304	xian1
禲	10305	li4
禐	10306	yuan4
祓	10307	fu2
祒	10308	tiao2
祏	10309	shi2
礧	10310	lei3
礓	10311	jiang1
磥	10312	lei3
磉	10313	sang3
碲	10314	di4
碀	10315	ceng2
确	10316	que4
硥	10317	mang3
硊	10318	wei3
砱	10319	ling2
砮	10320	nu3
砆	10321	fu1
矔	10322	guan4
瞚	10323	shun4
睔	10324	hun3
睋	10325	e2
睄	10326	shao4
盺	10327	xin1
皽	10328	zhan3
皦	10329	jiao3
皛	10330	jiong3
皒	10331	e2
癪	10332	ji1
瘞	10333	yi4
疰	10334	zhu4
畣	10335	da2
甇	10336	ying1
甃	10337	zhou4
璭	10338	gun4
璪	10339	zao3
瑿	10340	yi1
珚	10341	yan1
玶	10342	ping2
玭	10344	pi2
玡	10345	ya4
玕	10346	gan1
獩	10347	hui4
獊	10348	chuang4
猦	10349	feng1
猑	10350	kun1
猋	10351	biao1
狦	10352	shan1
狟	10353	huan2
犗	10354	jie4
犋	10355	ju4
牻	10357	mang2
牰	10358	you4
牞	10359	jiu1
爦	10360	lan3
爚	10361	yue4
燢	10362	xue2
燇	10363	zun4
燀	10364	chan3
熪	10365	yi2
熧	10366	zong1
熚	10367	bi4
熂	10368	xi4
焍	10369	di4
烠	10370	hui3
烇	10371	quan4
炖	10372	dun4
灴	10373	hong2
灪	10374	yu4
灁	10375	yuan1
灀	10376	shuang4
瀺	10377	chan2
瀱	10378	ji4
瀢	10379	wei2
瀌	10380	biao1
濭	10381	ai4
濝	10382	qi2
濎	10383	ding3
濌	10384	ta4
濉	10385	sui1
濄	10386	guo1
澰	10387	lian4
潷	10388	bi3
潟	10389	xi4
潐	10390	jiao4
漵	10391	xu4
漟	10392	tang2
漅	10393	jiao3
滐	10394	jie2
溳	10395	yun2
溓	10396	lian2
湕	10397	jian3
湔	10398	jian1
湑	10399	xu3
渹	10400	hong1
渫	10401	xie4
淴	10402	hu1
淣	10403	ni2
淓	10404	fang1
涷	10405	dong1
涳	10406	kong1
涐	10407	e2
浾	10408	cheng1
浻	10409	weng3
洰	10410	ju4
泭	10411	fu1
泍	10412	ben1
泃	10413	gou1
沭	10414	shu4
沋	10415	you2
氿	10416	gui3
氚	10417	chuan1
毿	10418	san1
毻	10419	tuo4
毨	10420	xian3
毉	10421	yi1
毃	10422	que4
欥	10423	yu4
欞	10424	ling2
欂	10425	bo2
櫰	10426	huai2
櫇	10427	po2
檭	10428	yin2
檍	10429	yi4
橧	10430	zeng1
橏	10431	zhan3
樿	10432	zhan3
樥	10433	peng2
樠	10434	men2
樗	10435	shu1
榹	10436	si1
榰	10437	zhi1
榧	10438	fei3
榤	10439	jie2
楬	10440	jie2
楈	10441	xu1
椌	10442	qiang1
棸	10443	zou1
棶	10444	lai2
棨	10445	qi3
棇	10446	cong1
梬	10447	ying3
梡	10448	kuan3
柶	10449	si4
柭	10450	bo1
柍	10451	yang1
柉	10452	bian1
枟	10453	yun4
构	10454	gou1
杝	10455	yi2
杈	10456	cha1
暽	10457	lin2
暻	10458	jing3
暺	10459	dan4
晻	10460	an3
昹	10461	ai3
昡	10462	xuan4
昋	10463	gui4
旽	10464	tun1
旼	10465	min2
旒	10466	liu2
旍	10467	jing1
斮	10468	zhuo2
斒	10469	ban1
敓	10470	duo2
攮	10471	nang3
攩	10472	dang3
攡	10473	li2
攗	10474	mei2
擿	10475	zhi2
擽	10476	lue4
撠	10477	ji3
摐	10478	chuang1
搣	10479	mie4
搎	10480	sun1
揊	10481	pi4
掟	10482	ding4
掍	10483	gun3
掊	10484	pou2
捚	10485	zhai1
捗	10486	bu4
捊	10487	pou2
捇	10488	huo4
挕	10489	die2
抁	10490	yan3
戺	10491	shi4
戤	10492	gai4
戙	10493	dong4
憛	10494	tan2
慺	10495	lv2
慀	10496	xie2
愯	10497	song3
愝	10498	yan3
愋	10499	xuan1
惔	10500	yan3
惈	10501	guo3
惄	10502	ni4
悰	10503	cong2
悎	10504	hao4
恘	10505	qiu1
恀	10506	chi3
忥	10507	xi4
忔	10508	qi4
忏	10509	qian1
徿	10510	long4
弮	10511	quan1
弢	10512	tao1
庂	10513	ze4
幦	10514	mi4
幠	10515	hu1
幙	10516	mu4
幏	10517	jia1
帠	10518	yi4
帟	10519	yi4
巋	10520	kui1
巇	10521	xi1
嶚	10522	liao2
嶒	10523	ceng2
嶉	10524	zui1
嵼	10525	chan3
嵺	10526	liao2
嵑	10527	jie2
崱	10528	ze2
崮	10529	gu4
崤	10530	yao2
岰	10531	you3
岧	10532	tiao2
岒	10533	qian2
岆	10534	yao3
屧	10535	xie4
屖	10536	xi1
尒	10537	er3
尌	10538	shu4
寊	10539	zhen1
宧	10540	yi2
宁	10541	zhu4
孮	10542	cong2
孈	10543	shuai1
嬐	10544	xian1
嫿	10545	hua4
嫹	10546	mao2
嫨	10547	han1
嫥	10548	zhuan1
嫟	10549	ni4
嫞	10550	yong2
媵	10551	ying4
媦	10552	wei4
媎	10553	jie3
婻	10554	nan4
婩	10555	an4
婥	10556	chuo4
婘	10557	quan2
婒	10558	tan2
娹	10559	xian2
姺	10560	xian3
姞	10561	ji2
姅	10562	ban4
妱	10563	zhao1
奰	10564	bei4
夼	10565	chuan4
塼	10566	zhuan1
塯	10567	liu4
塎	10568	yong3
塍	10569	cheng2
堿	10570	jian3
堥	10571	mao2
埒	10572	le4
埐	10573	jin1
垏	10574	lu4
坰	10575	jiong1
圂	10576	hun4
嚗	10577	bao4
噣	10578	zhou4
喦	10579	yan2
喒	10580	zan3
啢	10581	liang4
唭	10582	qi1
唊	10584	jia2
哳	10585	zha2
咡	10586	er4
咇	10587	bie2
呫	10588	zhan1
厴	10589	yan3
匟	10590	kang4
匒	10591	da2
勂	10592	hao2
勀	10593	ke4
劗	10594	cuan2
剞	10595	ji1
刌	10596	cun3
刉	10597	ji4
儗	10598	ni3
僶	10599	min3
僰	10600	bo2
僝	10601	chan2
僛	10602	qi1
僋	10603	qiu2
僉	10604	qian1
傰	10605	peng2
偭	10606	mian3
偨	10607	chai1
偗	10608	sheng3
偅	10609	zhong4
俖	10610	pai3
侳	10611	cuo4
侘	10612	cha4
佴	10613	er4
仱	10614	jing1
仚	10615	xian1
仈	10616	ba1
乿	10617	chi4
龠	10618	yue4
龘	10619	ta4
齹	10620	chi1
齴	10621	xian3
齥	10622	xie4
齈	10623	nong2
黰	10624	zhen3
黮	10625	tan2
黐	10626	li2
黈	10627	tou3
黂	10628	fen2
麡	10629	qi2
鸓	10630	lei3
鸄	10631	ji1
鷵	10632	tu2
鷭	10633	fan2
鷜	10634	lou2
鷙	10635	zhi4
鷕	10636	yao3
鷎	10637	liu2
鶭	10638	fang3
鶟	10639	tu2
鶀	10640	qi2
鵛	10641	jing1
鴮	10642	wu1
鴙	10643	zhi4
鴅	10644	huan1
鳼	10645	wen2
鳹	10646	qian2
鳱	10647	gan1
鳭	10648	diao1
鱞	10649	guan1
鱙	10650	miao2
鰩	10651	yao2
鰔	10652	jian3
鰒	10653	fu4
鯪	10654	ling2
鯦	10655	jiu4
鯢	10656	ni2
鯡	10657	fei1
鯠	10658	lai2
鮥	10659	luo4
鮛	10660	shua1
魵	10661	fen4
魦	10662	sha1
魡	10663	diao4
魆	10664	xu4
鬵	10665	qian2
鬳	10666	juan4
鬠	10667	kuai4
鬞	10668	nong2
鬎	10669	la4
髾	10670	shao1
髽	10671	zhua1
髬	10672	pi1
髁	10673	ke4
骱	10674	xie4
騴	10675	yan4
騩	10676	kui4
騉	10677	kun1
駽	10678	xuan4
駰	10679	yin1
馺	10680	sa4
饙	10681	fen1
餲	10682	he2
餤	10683	tan2
餀	10684	hai4
飋	10685	se4
颩	10686	biao1
顪	10687	hui1
顤	10688	yao2
顜	10689	jiang3
頄	10690	pan4
韣	10691	shu3
韎	10692	mei4
鞻	10693	lou2
鞮	10694	di1
鞢	10695	xie4
鞜	10696	ta4
靪	10697	ding1
霺	10698	wei2
雝	10699	yong1
雘	10700	huo4
雗	10701	han4
雔	10702	chou2
隿	10703	yi4
隈	10704	wei1
陼	10705	zhu3
陏	10706	duo4
陎	10707	shu1
陊	10708	duo4
阣	10709	yi4
阠	10710	xin4
闠	10711	hui4
闒	10712	ta4
閐	10713	san4
镻	10714	die2
鑶	10715	cang2
鑕	10716	zhi4
鐼	10717	fen2
鐇	10718	fan2
鏾	10719	san3
鏹	10720	qiang1
鏎	10721	bi4
鏊	10722	ao2
鎷	10723	ma3
鍆	10724	men2
錛	10725	ben1
錌	10726	an4
鋱	10727	te4
鋡	10728	han2
鋟	10729	qin1
鋑	10730	cuan1
鋈	10731	wu4
銪	10732	you3
銙	10733	kua3
銈	10734	ji1
銇	10735	lei4
鉾	10736	mou2
鉌	10737	he2
鈧	10738	kang4
鈙	10739	qin2
鈗	10740	yun3
鈒	10741	ji2
鈏	10742	yin3
釂	10743	jiao4
醭	10744	pu1
醑	10745	xu3
醏	10746	du1
酳	10747	yin4
鄬	10748	wei2
鄨	10749	bi4
鄜	10750	fu1
郬	10751	qing1
郘	10752	lv3
郋	10753	xi1
邡	10754	fang1
邗	10755	han2
逌	10756	you2
迶	10757	you4
轖	10758	se4
轕	10759	ge2
轒	10760	fen2
轀	10761	wen1
輶	10762	you2
輠	10763	guo3
輘	10764	ling2
輗	10765	ni2
軴	10766	zhu4
軯	10767	peng1
軬	10768	fan4
軝	10769	qi2
躘	10770	long2
躆	10771	ju4
蹖	10772	chong1
蹅	10773	cha3
踣	10774	bo2
踙	10775	ju1
踆	10776	qun1
踄	10777	bo2
跿	10778	tu2
跾	10779	shu2
跬	10780	kui3
跣	10781	xian3
跠	10782	yi2
跈	10783	nian3
跇	10784	yi4
趪	10785	huang2
趍	10786	chi2
赸	10787	shan4
賗	10788	chuan4
貾	10789	chi1
貺	10790	kuang4
貚	10791	tan2
貙	10792	chu1
豥	10793	gai1
豟	10794	e4
谻	10795	jue2
讘	10796	zhe2
讅	10797	shen3
讄	10798	lei3
譺	10799	ni3
譸	10800	zhou1
譧	10801	lian2
譖	10802	zen4
謺	10803	zhe2
謯	10804	zha1
諿	10805	qi4
諰	10806	xi3
諨	10807	fu2
諙	10808	huai4
諃	10809	chen1
誙	10810	heng2
觢	10811	zhi4
覿	10812	di2
覮	10813	ping1
覟	10814	zhi4
襾	10815	ya4
襭	10816	xie2
襞	10817	bi4
襋	10818	ji2
褌	10819	kun1
褅	10820	ti4
裉	10821	ken4
袕	10822	xue4
衴	10823	dan3
衱	10824	ji2
衧	10825	yu2
衕	10826	tong4
衎	10827	kan4
蠮	10828	ye1
蠝	10829	lei2
蠈	10830	ze2
蟣	10831	ji3
蟞	10832	bie2
蟛	10833	peng2
蟌	10834	cong1
螷	10835	pi2
蝺	10836	ju3
蝯	10837	yuan2
蜸	10838	qian3
蜭	10839	han4
蜙	10840	song1
蛶	10841	lie4
蛝	10842	xian2
蚾	10843	bo3
蚝	10844	ci4
蚗	10845	jue2
蚕	10846	tian3
蚑	10847	qi2
蚍	10848	bi3
虭	10849	diao1
虥	10850	zhan4
蘹	10851	huai4
蘠	10852	qiang2
藨	10853	biao1
藙	10854	yi4
薽	10855	zhen1
薹	10856	tai2
薸	10857	piao1
薤	10858	xie4
薢	10859	jie1
薝	10860	zhan1
薎	10861	mie4
薍	10862	luan4
蕷	10863	yu4
蕱	10864	shao1
蕡	10865	fen2
蕇	10866	dian3
蔰	10867	hu4
蔏	10868	shang1
蔍	10869	lu4
蓪	10870	tong1
蒮	10871	yu4
蒛	10872	que1
蒏	10873	you3
葮	10874	duan4
葝	10875	jing4
菹	10876	ju1
菮	10877	geng1
菧	10878	di3
菝	10879	ba2
菕	10880	lun2
菄	10881	dong1
莏	10882	suo1
茢	10883	lie4
苪	10884	bing3
苙	10885	li4
芶	10886	gou1
芠	10887	wen2
芑	10888	qi3
艵	10889	ping2
艜	10890	dai4
舥	10891	pa1
舝	10892	xia2
臒	10893	huo4
膣	10894	zhi4
膗	10895	chuai2
腶	10896	duan4
腠	10897	cou4
腒	10898	ju1
脰	10899	dou4
脙	10900	qiu2
胣	10901	yi3
胔	10902	zi4
肣	10903	qin2
聬	10904	weng3
聏	10905	er2
聇	10906	zheng1
耟	10907	ju4
翷	10908	lin2
羱	10910	yuan2
羠	10911	yi2
羜	10912	zhu4
羕	10913	yang4
繰	10914	zao3
繈	10915	qiang3
縢	10916	teng2
縒	10917	cuo3
緷	10918	yun4
緳	10919	jie2
緦	10920	si1
緅	10921	zou1
緁	10922	jie2
綧	10923	zhun3
綒	10924	fu1
絼	10925	zhen3
絪	10926	yin1
絜	10927	jie2
絘	10928	ci4
絖	10929	kuang4
絔	10930	bai3
紖	10931	yin3
糴	10932	di2
糑	10933	nuo4
籹	10934	nv3
籗	10935	kuo4
籈	10936	zhen1
簼	10937	gou4
簥	10938	qiao2
簎	10939	zha4
篧	10940	zhuo2
箷	10941	yi2
箯	10942	bian1
筩	10943	tong3
筡	10944	tu2
筄	10945	yao4
笚	10946	xia2
窋	10947	zhu2
窉	10948	bing3
窀	10949	zhun1
穟	10950	sui4
穊	10951	ji4
稯	10952	zong1
稂	10953	lang2
秸	10954	ji2
秶	10955	zi1
秜	10956	ni2
禷	10957	lei4
禠	10958	chi3
禖	10959	mei2
祲	10960	jin1
祡	10961	chai2
祋	10962	shu1
祄	10963	xie4
礭	10964	que4
礝	10965	ruan3
礛	10966	jian1
磼	10967	za2
磭	10968	chuo4
磢	10969	qiang3
磝	10970	ao2
磑	10971	wei4
磏	10972	lian2
硾	10973	zhui4
硪	10974	e2
硎	10975	xing2
硍	10976	ken4
矺	10977	tuo1
瞂	10978	fa1
眱	10979	yi2
眃	10980	yun2
盳	10981	mang2
皾	10982	du2
皫	10983	piao3
皊	10984	ling2
瘵	10985	zhai4
瘲	10986	zong4
瘱	10987	yi4
瘭	10988	biao1
痽	10989	dui1
痻	10990	min2
痵	10991	ji4
痯	10992	guan3
痦	10993	wu4
疳	10994	gan1
甀	10995	chui2
瓬	10996	fang3
瓁	10997	huo4
璸	10998	bin1
璒	10999	deng1
瑽	11000	cong1
琌	11001	ling2
琋	11002	xi1
珵	11003	cheng2
珴	11004	e2
珃	11005	ran3
玅	11006	miao4
獌	11007	man4
猊	11008	ni2
狘	11009	yue4
狌	11010	sheng1
狃	11011	niu3
犺	11012	kang4
犨	11013	chou1
犡	11014	li4
牊	11015	shao2
燡	11016	yi4
燚	11017	yi1
燖	11018	xun2
燏	11019	yu4
煻	11020	tang2
煔	11021	tian4
煃	11022	kui3
焺	11023	sheng1
焀	11024	hu2
烝	11025	zheng1
烓	11026	wei1
烅	11027	xu4
炴	11028	yang3
灉	11029	yong1
灂	11030	zhuo2
瀿	11031	fan2
瀯	11032	ying2
瀩	11033	dui4
瀗	11034	xian4
瀎	11035	mie4
瀊	11036	pan2
瀁	11037	yang4
濇	11038	se4
澭	11039	yong1
澉	11040	gan3
澂	11041	cheng2
潫	11042	wan1
潧	11043	zhen1
潣	11044	min3
漊	11045	lou2
漀	11046	qing4
滘	11047	jiao4
滍	11048	zhi3
滈	11049	hao4
滆	11050	he2
溿	11051	pan4
溾	11052	wei1
溔	11053	yao3
湱	11054	huo4
渽	11055	zai1
淲	11056	piao2
淛	11057	zhi4
淗	11058	ju2
淈	11059	gu3
涊	11060	nian3
浰	11061	li4
浢	11062	dou4
洿	11063	wu1
洬	11064	su4
洠	11065	mou2
洟	11066	yi2
洚	11067	jiang4
洊	11068	jian4
泖	11069	mao3
沘	11070	bi3
沕	11071	wu4
沇	11072	yan3
汦	11073	chi2
汃	11074	bin1
氉	11075	sao4
毼	11076	he2
毹	11077	yu1
毧	11078	rong2
毣	11079	mu4
殶	11080	zhu4
殠	11081	xiu4
殟	11082	wen1
殌	11083	jue2
歅	11084	yin1
欼	11085	chi3
櫱	11086	nie4
櫧	11087	zhu1
櫋	11088	mian2
櫅	11089	ji1
檷	11090	mi2
檦	11091	biao3
檎	11092	qin2
橖	11093	tang2
橉	11094	lin4
橁	11095	xun2
橀	11096	xi1
樴	11097	zhi2
槶	11098	kui4
槏	11099	qian3
槄	11100	tao1
榱	11101	cui1
榯	11102	shi2
榎	11103	jia3
榃	11104	lin3
楋	11105	la4
椊	11106	zuo2
棐	11107	fei3
梣	11108	cen2
梐	11109	bi4
栻	11110	chi4
栮	11111	er3
栦	11112	chou2
栜	11113	su4
柮	11114	duo4
柫	11115	bi4
柂	11116	yi2
枹	11117	bao1
杴	11118	xian1
杚	11119	gu3
杙	11120	yi4
朒	11121	nv4
曮	11122	yan3
曨	11123	long2
曣	11124	yan4
曏	11125	xiang4
暲	11126	zhang1
暕	11127	jian3
昦	11128	hao4
昈	11129	hu4
斶	11130	chu4
斠	11131	jiao4
斔	11132	yu3
敪	11133	duo2
敃	11134	min3
攽	11135	ban1
攇	11136	xian3
撱	11137	tuo3
撖	11138	qian3
摿	11139	yin1
摲	11140	shan4
摮	11141	ao2
摓	11142	feng2
揵	11143	qian2
揨	11144	cheng2
揘	11145	heng2
掾	11146	yuan4
掎	11147	ji3
捄	11148	jiu4
捁	11149	jiao3
挼	11150	nuo4
挋	11151	zhen4
抃	11152	bian4
扽	11153	dun4
扲	11154	qian2
扠	11155	cha1
扚	11156	diao1
扐	11157	le4
扂	11158	dian4
戄	11159	jue2
懱	11160	mie4
懥	11161	zhi4
憵	11162	pi1
憢	11163	xiao1
憉	11164	peng2
慖	11166	guo2
慔	11167	mo4
愘	11168	qia4
惸	11169	qiong2
惲	11170	yun4
惌	11171	yuan1
惊	11172	jing1
惃	11173	kun1
悗	11174	man2
悈	11175	jie4
悆	11176	yu4
恧	11177	nv4
恅	11178	lao3
怭	11179	bi4
怗	11180	tie1
忭	11181	bian4
忨	11182	wan4
忁	11183	bao4
徲	11184	chi2
彴	11185	zhuo2
彋	11186	hong2
彃	11187	bi4
弤	11188	di3
弇	11189	yan3
廲	11190	li2
廦	11191	bi4
廥	11192	guai4
廞	11193	xin1
幯	11194	jie1
幓	11195	sen1
幋	11196	pan2
巏	11197	quan2
巆	11198	ying2
巃	11199	long2
嶵	11200	zui4
嶯	11201	ji2
嵷	11202	song3
嵫	11203	zi1
嵧	11204	liu2
嵥	11205	jie2
崳	11206	yu2
崲	11207	huang2
崠	11208	dong1
岟	11209	yang3
嬽	11211	yuan1
嬯	11212	tai2
嬨	11213	ci2
嬖	11214	bi4
嬃	11215	xu1
嫷	11216	tuo3
嫀	11217	qin2
媬	11218	bao3
媃	11219	rou2
婤	11220	zhou1
婈	11221	ling2
娖	11222	chuo4
娏	11223	mang2
姾	11224	quan2
姱	11225	kua1
姩	11226	nian2
姡	11227	kuo4
姁	11228	xu3
妽	11229	shen1
妼	11230	bi4
妧	11231	yuan2
妐	11232	zhong1
夎	11233	zuo4
复	11234	fu4
壿	11235	zun1
壾	11236	mang3
墻	11237	qiang2
墦	11238	fan2
墐	11239	jin3
墏	11240	qiang3
墆	11241	di4
塝	11242	bang4
塒	11243	shi2
堲	11244	ji2
堍	11245	tu4
埭	11246	dai4
埬	11247	dong1
埣	11248	sui4
垝	11249	gui3
垘	11250	fu2
坴	11251	liu4
坒	11252	bi4
圛	11253	yi4
嚵	11254	chan2
嚪	11255	dan1
噮	11256	yuan4
噦	11257	yue1
噞	11258	yan4
嘽	11259	chan3
嘕	11260	xian1
嗢	11261	wa4
嗃	11262	he4
嗂	11263	yao2
喿	11264	cao1
唼	11265	sha4
唹	11266	yu2
唑	11267	shi4
唋	11268	tu3
唃	11269	gu3
呿	11270	qu1
呾	11271	da2
吷	11272	chuo4
厙	11273	she4
厖	11274	pang2
厂	11275	han3
匼	11276	an4
匜	11277	yi2
匉	11278	peng1
劁	11279	qiao2
剭	11280	wu1
剒	11281	cuo4
刞	11282	qu4
凵	11283	kan3
凅	11284	gu4
冘	11285	yin2
冓	11286	gou4
儹	11287	zan3
儤	11288	bao4
儇	11289	xuan1
僣	11290	tie3
僁	11291	xi1
傽	11292	zhang1
偳	11293	duan1
偫	11294	zhi4
偁	11295	cheng1
倰	11296	leng2
倛	11297	qi1
倕	11298	chui2
俷	11299	fei4
俔	11300	xian4
侇	11301	yi2
侂	11302	tuo1
丳	11303	chan3
齠	11304	tiao2
齞	11305	nian4
齝	11306	chi1
齘	11307	xie4
齖	11308	ya2
鼶	11309	si1
鼱	11310	jing1
鼥	11311	ba2
鼞	11312	tang1
黳	11313	yi1
黫	11314	yin1
麍	11315	liu2
鸕	11316	lu2
鸃	11317	yi2
鷩	11318	bi4
鷢	11319	jue2
鷡	11320	wu2
鷑	11321	li4
鷇	11322	kou4
鷃	11323	yan4
鶾	11324	han4
鶷	11325	xia4
鶪	11326	ju2
鶄	11327	jing1
鵳	11328	jian1
鵙	11329	ju2
鵊	11330	jia2
鵁	11331	jiao1
鳿	11332	yu4
鳻	11333	fen1
鱮	11334	xu4
鱨	11335	chang2
鰨	11336	ta4
鰝	11337	hao4
鯬	11338	li2
鮐	11339	tai2
鮂	11340	qiu2
鬿	11341	qi2
鬤	11342	rang2
鬖	11343	san1
鬄	11344	ti4
髟	11345	biao1
骭	11346	gan4
驨	11347	xi1
驧	11348	ju2
驦	11349	shuang1
驐	11350	dun1
驈	11351	yu4
騧	11352	gua1
騜	11353	huang2
騔	11354	ge3
駷	11355	song3
駍	11357	peng1
馯	11358	han4
馦	11359	xian1
馞	11360	bo2
饡	11361	zan4
饓	11362	cheng1
饇	11363	yu4
餳	11364	xing2
飂	11365	liao2
顝	11366	ku1
頨	11367	pian1
頧	11368	dui1
韄	11369	huo4
鞿	11370	ji1
鞪	11371	mu4
鞎	11372	hen2
鞈	11373	jia2
鞁	11374	tuo2
靮	11375	di2
霒	11376	ying1
雈	11377	huan2
阹	11378	qu1
阰	11379	pi2
闤	11380	huan2
閍	11381	beng1
鑳	11382	jian4
鑤	11383	bao4
鑏	11384	ning2
鑆	11385	zhui4
鐩	11386	sui4
鐔	11387	tan2
鏕	11388	lu4
鏀	11389	lu3
鎛	11390	bo2
鎒	11391	nou4
鎈	11392	cha1
鍹	11393	xuan1
鍖	11394	chen3
錖	11395	du3
錋	11396	peng2
鋍	11397	bo2
鋋	11398	chan2
銌	11399	zun4
